SHOT,TIME,IP,RMAJOR,AMINOR,ELONG,TRIA,QA
10000,6.740000e-03,1.508641e+05,4.351185e-01,2.851185e-01,1.400000e+00,2.000000e-01,1.355910e+00
10000,6.750000e-03,1.509252e+05,4.350744e-01,2.850744e-01,1.400000e+00,2.000000e-01,1.355078e+00
10000,6.760000e-03,1.509861e+05,4.350301e-01,2.850301e-01,1.400000e+00,2.000000e-01,1.354249e+00
10000,6.770000e-03,1.510466e+05,4.349858e-01,2.849858e-01,1.400000e+00,2.000000e-01,1.353423e+00
10000,6.780000e-03,1.511069e+05,4.349414e-01,2.849414e-01,1.400000e+00,2.000000e-01,1.352600e+00
10000,6.790000e-03,1.511669e+05,4.348969e-01,2.848969e-01,1.400000e+00,2.000000e-01,1.351780e+00
10000,6.800000e-03,1.512265e+05,4.348524e-01,2.848524e-01,1.400000e+00,2.000000e-01,1.350963e+00
10000,6.810000e-03,1.512859e+05,4.348078e-01,2.848078e-01,1.400000e+00,2.000000e-01,1.350148e+00
10000,6.820000e-03,1.513450e+05,4.347632e-01,2.847632e-01,1.400000e+00,2.000000e-01,1.349336e+00
10000,6.830000e-03,1.514038e+05,4.347185e-01,2.847185e-01,1.400000e+00,2.000000e-01,1.348528e+00
10000,6.840000e-03,1.514623e+05,4.346737e-01,2.846737e-01,1.400000e+00,2.000000e-01,1.347722e+00
10000,6.850000e-03,1.515205e+05,4.346288e-01,2.846288e-01,1.400000e+00,2.000000e-01,1.346919e+00
10000,6.860000e-03,1.515784e+05,4.345839e-01,2.845839e-01,1.400000e+00,2.000000e-01,1.346118e+00
10000,6.870000e-03,1.516360e+05,4.345390e-01,2.845390e-01,1.400000e+00,2.000000e-01,1.345321e+00
10000,6.880000e-03,1.516933e+05,4.344939e-01,2.844939e-01,1.400000e+00,2.000000e-01,1.344526e+00
10000,6.890000e-03,1.517503e+05,4.344488e-01,2.844488e-01,1.400000e+00,2.000000e-01,1.343735e+00
10000,6.900000e-03,1.518070e+05,4.344036e-01,2.844036e-01,1.400000e+00,2.000000e-01,1.342946e+00
10000,6.910000e-03,1.518634e+05,4.343584e-01,2.843584e-01,1.400000e+00,2.000000e-01,1.342160e+00
10000,6.920000e-03,1.519195e+05,4.343131e-01,2.843131e-01,1.400000e+00,2.000000e-01,1.341376e+00
10000,6.930000e-03,1.519753e+05,4.342677e-01,2.842677e-01,1.400000e+00,2.000000e-01,1.340596e+00
10000,6.940000e-03,1.520309e+05,4.342223e-01,2.842223e-01,1.400000e+00,2.000000e-01,1.339818e+00
10000,6.950000e-03,1.520861e+05,4.341768e-01,2.841768e-01,1.400000e+00,2.000000e-01,1.339043e+00
10000,6.960000e-03,1.521410e+05,4.341312e-01,2.841312e-01,1.400000e+00,2.000000e-01,1.338271e+00
10000,6.970000e-03,1.521956e+05,4.340856e-01,2.840856e-01,1.400000e+00,2.000000e-01,1.337501e+00
10000,6.980000e-03,1.522500e+05,4.340399e-01,2.840399e-01,1.400000e+00,2.000000e-01,1.336734e+00
10000,6.990000e-03,1.523040e+05,4.339941e-01,2.839941e-01,1.400000e+00,2.000000e-01,1.335970e+00
10000,7.000000e-03,1.523577e+05,4.339483e-01,2.839483e-01,1.400000e+00,2.000000e-01,1.335209e+00
10000,7.010000e-03,1.524112e+05,4.339024e-01,2.839024e-01,1.400000e+00,2.000000e-01,1.334451e+00
10000,7.020000e-03,1.524643e+05,4.338564e-01,2.838564e-01,1.400000e+00,2.000000e-01,1.333695e+00
10000,7.030000e-03,1.525172e+05,4.338104e-01,2.838104e-01,1.400000e+00,2.000000e-01,1.332942e+00
10000,7.040000e-03,1.525697e+05,4.337643e-01,2.837643e-01,1.400000e+00,2.000000e-01,1.332192e+00
10000,7.050000e-03,1.526219e+05,4.337182e-01,2.837182e-01,1.400000e+00,2.000000e-01,1.331444e+00
10000,7.060000e-03,1.526739e+05,4.336719e-01,2.836719e-01,1.400000e+00,2.000000e-01,1.330700e+00
10000,7.070000e-03,1.527255e+05,4.336256e-01,2.836256e-01,1.400000e+00,2.000000e-01,1.329958e+00
10000,7.080000e-03,1.527769e+05,4.335793e-01,2.835793e-01,1.400000e+00,2.000000e-01,1.329218e+00
10000,7.090000e-03,1.528279e+05,4.335329e-01,2.835329e-01,1.400000e+00,2.000000e-01,1.328481e+00
10000,7.100000e-03,1.528787e+05,4.334864e-01,2.834864e-01,1.400000e+00,2.000000e-01,1.327747e+00
10000,7.110000e-03,1.529291e+05,4.334398e-01,2.834398e-01,1.400000e+00,2.000000e-01,1.327016e+00
10000,7.120000e-03,1.529792e+05,4.333932e-01,2.833932e-01,1.400000e+00,2.000000e-01,1.326288e+00
10000,7.130000e-03,1.530291e+05,4.333465e-01,2.833465e-01,1.400000e+00,2.000000e-01,1.325562e+00
10000,7.140000e-03,1.530786e+05,4.332998e-01,2.832998e-01,1.400000e+00,2.000000e-01,1.324838e+00
10000,7.150000e-03,1.531279e+05,4.332530e-01,2.832530e-01,1.400000e+00,2.000000e-01,1.324118e+00
10000,7.160000e-03,1.531768e+05,4.332061e-01,2.832061e-01,1.400000e+00,2.000000e-01,1.323400e+00
10000,7.170000e-03,1.532254e+05,4.331592e-01,2.831592e-01,1.400000e+00,2.000000e-01,1.322684e+00
10000,7.180000e-03,1.532738e+05,4.331122e-01,2.831122e-01,1.400000e+00,2.000000e-01,1.321972e+00
10000,7.190000e-03,1.533218e+05,4.330651e-01,2.830651e-01,1.400000e+00,2.000000e-01,1.321262e+00
10000,7.200000e-03,1.533695e+05,4.330179e-01,2.830179e-01,1.400000e+00,2.000000e-01,1.320554e+00
10000,7.210000e-03,1.534170e+05,4.329707e-01,2.829707e-01,1.400000e+00,2.000000e-01,1.319850e+00
10000,7.220000e-03,1.534641e+05,4.329235e-01,2.829235e-01,1.400000e+00,2.000000e-01,1.319148e+00
10000,7.230000e-03,1.535109e+05,4.328761e-01,2.828761e-01,1.400000e+00,2.000000e-01,1.318448e+00
10000,7.240000e-03,1.535574e+05,4.328287e-01,2.828287e-01,1.400000e+00,2.000000e-01,1.317751e+00
10000,7.250000e-03,1.536037e+05,4.327813e-01,2.827813e-01,1.400000e+00,2.000000e-01,1.317057e+00
10000,7.260000e-03,1.536496e+05,4.327337e-01,2.827337e-01,1.400000e+00,2.000000e-01,1.316365e+00
10000,7.270000e-03,1.536952e+05,4.326861e-01,2.826861e-01,1.400000e+00,2.000000e-01,1.315676e+00
10000,7.280000e-03,1.537405e+05,4.326385e-01,2.826385e-01,1.400000e+00,2.000000e-01,1.314990e+00
10000,7.290000e-03,1.537855e+05,4.325907e-01,2.825907e-01,1.400000e+00,2.000000e-01,1.314306e+00
10000,7.300000e-03,1.538302e+05,4.325429e-01,2.825429e-01,1.400000e+00,2.000000e-01,1.313625e+00
10000,7.310000e-03,1.538746e+05,4.324951e-01,2.824951e-01,1.400000e+00,2.000000e-01,1.312946e+00
10000,7.320000e-03,1.539187e+05,4.324472e-01,2.824472e-01,1.400000e+00,2.000000e-01,1.312270e+00
10000,7.330000e-03,1.539625e+05,4.323992e-01,2.823992e-01,1.400000e+00,2.000000e-01,1.311597e+00
10000,7.340000e-03,1.540060e+05,4.323511e-01,2.823511e-01,1.400000e+00,2.000000e-01,1.310926e+00
10000,7.350000e-03,1.540492e+05,4.323030e-01,2.823030e-01,1.400000e+00,2.000000e-01,1.310257e+00
10000,7.360000e-03,1.540921e+05,4.322548e-01,2.822548e-01,1.400000e+00,2.000000e-01,1.309592e+00
10000,7.370000e-03,1.541347e+05,4.322065e-01,2.822065e-01,1.400000e+00,2.000000e-01,1.308928e+00
10000,7.380000e-03,1.541769e+05,4.321582e-01,2.821582e-01,1.400000e+00,2.000000e-01,1.308268e+00
10000,7.390000e-03,1.542189e+05,4.321098e-01,2.821098e-01,1.400000e+00,2.000000e-01,1.307609e+00
10000,7.400000e-03,1.542606e+05,4.320614e-01,2.820614e-01,1.400000e+00,2.000000e-01,1.306954e+00
10000,7.410000e-03,1.543019e+05,4.320129e-01,2.820129e-01,1.400000e+00,2.000000e-01,1.306301e+00
10000,7.420000e-03,1.543430e+05,4.319643e-01,2.819643e-01,1.400000e+00,2.000000e-01,1.305650e+00
10000,7.430000e-03,1.543837e+05,4.319156e-01,2.819156e-01,1.400000e+00,2.000000e-01,1.305002e+00
10000,7.440000e-03,1.544242e+05,4.318669e-01,2.818669e-01,1.400000e+00,2.000000e-01,1.304357e+00
10000,7.450000e-03,1.544643e+05,4.318182e-01,2.818182e-01,1.400000e+00,2.000000e-01,1.303714e+00
10000,7.460000e-03,1.545042e+05,4.317693e-01,2.817693e-01,1.400000e+00,2.000000e-01,1.303073e+00
10000,7.470000e-03,1.545437e+05,4.317204e-01,2.817204e-01,1.400000e+00,2.000000e-01,1.302435e+00
10000,7.480000e-03,1.545829e+05,4.316714e-01,2.816714e-01,1.400000e+00,2.000000e-01,1.301800e+00
10000,7.490000e-03,1.546218e+05,4.316224e-01,2.816224e-01,1.400000e+00,2.000000e-01,1.301167e+00
10000,7.500000e-03,1.546605e+05,4.315733e-01,2.815733e-01,1.400000e+00,2.000000e-01,1.300536e+00
10000,7.510000e-03,1.546988e+05,4.315241e-01,2.815241e-01,1.400000e+00,2.000000e-01,1.299908e+00
10000,7.520000e-03,1.547368e+05,4.314749e-01,2.814749e-01,1.400000e+00,2.000000e-01,1.299283e+00
10000,7.530000e-03,1.547745e+05,4.314256e-01,2.814256e-01,1.400000e+00,2.000000e-01,1.298660e+00
10000,7.540000e-03,1.548118e+05,4.313762e-01,2.813762e-01,1.400000e+00,2.000000e-01,1.298039e+00
10000,7.550000e-03,1.548489e+05,4.313268e-01,2.813268e-01,1.400000e+00,2.000000e-01,1.297421e+00
10000,7.560000e-03,1.548857e+05,4.312773e-01,2.812773e-01,1.400000e+00,2.000000e-01,1.296805e+00
10000,7.570000e-03,1.549222e+05,4.312277e-01,2.812277e-01,1.400000e+00,2.000000e-01,1.296192e+00
10000,7.580000e-03,1.549583e+05,4.311781e-01,2.811781e-01,1.400000e+00,2.000000e-01,1.295581e+00
10000,7.590000e-03,1.549942e+05,4.311284e-01,2.811284e-01,1.400000e+00,2.000000e-01,1.294973e+00
10000,7.600000e-03,1.550297e+05,4.310786e-01,2.810786e-01,1.400000e+00,2.000000e-01,1.294367e+00
10000,7.610000e-03,1.550650e+05,4.310288e-01,2.810288e-01,1.400000e+00,2.000000e-01,1.293764e+00
10000,7.620000e-03,1.550999e+05,4.309789e-01,2.809789e-01,1.400000e+00,2.000000e-01,1.293163e+00
10000,7.630000e-03,1.551345e+05,4.309290e-01,2.809290e-01,1.400000e+00,2.000000e-01,1.292565e+00
10000,7.640000e-03,1.551688e+05,4.308789e-01,2.808789e-01,1.400000e+00,2.000000e-01,1.291968e+00
10000,7.650000e-03,1.552029e+05,4.308288e-01,2.808288e-01,1.400000e+00,2.000000e-01,1.291375e+00
10000,7.660000e-03,1.552366e+05,4.307787e-01,2.807787e-01,1.400000e+00,2.000000e-01,1.290784e+00
10000,7.670000e-03,1.552699e+05,4.307285e-01,2.807285e-01,1.400000e+00,2.000000e-01,1.290195e+00
10000,7.680000e-03,1.553030e+05,4.306782e-01,2.806782e-01,1.400000e+00,2.000000e-01,1.289608e+00
10000,7.690000e-03,1.553358e+05,4.306278e-01,2.806278e-01,1.400000e+00,2.000000e-01,1.289025e+00
10000,7.700000e-03,1.553683e+05,4.305774e-01,2.805774e-01,1.400000e+00,2.000000e-01,1.288443e+00
10000,7.710000e-03,1.554004e+05,4.305269e-01,2.805269e-01,1.400000e+00,2.000000e-01,1.287864e+00
10000,7.720000e-03,1.554323e+05,4.304764e-01,2.804764e-01,1.400000e+00,2.000000e-01,1.287287e+00
10000,7.730000e-03,1.554638e+05,4.304258e-01,2.804258e-01,1.400000e+00,2.000000e-01,1.286713e+00
10000,7.740000e-03,1.554951e+05,4.303751e-01,2.803751e-01,1.400000e+00,2.000000e-01,1.286141e+00
10000,7.750000e-03,1.555260e+05,4.303244e-01,2.803244e-01,1.400000e+00,2.000000e-01,1.285571e+00
10000,7.760000e-03,1.555566e+05,4.302736e-01,2.802736e-01,1.400000e+00,2.000000e-01,1.285004e+00
10000,7.770000e-03,1.555869e+05,4.302227e-01,2.802227e-01,1.400000e+00,2.000000e-01,1.284439e+00
10000,7.780000e-03,1.556169e+05,4.301717e-01,2.801717e-01,1.400000e+00,2.000000e-01,1.283877e+00
10000,7.790000e-03,1.556466e+05,4.301207e-01,2.801207e-01,1.400000e+00,2.000000e-01,1.283317e+00
10000,7.800000e-03,1.556760e+05,4.300697e-01,2.800697e-01,1.400000e+00,2.000000e-01,1.282759e+00
10000,7.810000e-03,1.557051e+05,4.300185e-01,2.800185e-01,1.400000e+00,2.000000e-01,1.282204e+00
10000,7.820000e-03,1.557338e+05,4.299673e-01,2.799673e-01,1.400000e+00,2.000000e-01,1.281651e+00
10000,7.830000e-03,1.557623e+05,4.299161e-01,2.799161e-01,1.400000e+00,2.000000e-01,1.281100e+00
10000,7.840000e-03,1.557904e+05,4.298647e-01,2.798647e-01,1.400000e+00,2.000000e-01,1.280552e+00
10000,7.850000e-03,1.558183e+05,4.298133e-01,2.798133e-01,1.400000e+00,2.000000e-01,1.280006e+00
10000,7.860000e-03,1.558458e+05,4.297619e-01,2.797619e-01,1.400000e+00,2.000000e-01,1.279462e+00
10000,7.870000e-03,1.558730e+05,4.297103e-01,2.797103e-01,1.400000e+00,2.000000e-01,1.278921e+00
10000,7.880000e-03,1.558999e+05,4.296587e-01,2.796587e-01,1.400000e+00,2.000000e-01,1.278382e+00
10000,7.890000e-03,1.559265e+05,4.296071e-01,2.796071e-01,1.400000e+00,2.000000e-01,1.277845e+00
10000,7.900000e-03,1.559528e+05,4.295554e-01,2.795554e-01,1.400000e+00,2.000000e-01,1.277311e+00
10000,7.910000e-03,1.559788e+05,4.295036e-01,2.795036e-01,1.400000e+00,2.000000e-01,1.276779e+00
10000,7.920000e-03,1.560044e+05,4.294517e-01,2.794517e-01,1.400000e+00,2.000000e-01,1.276250e+00
10000,7.930000e-03,1.560298e+05,4.293998e-01,2.793998e-01,1.400000e+00,2.000000e-01,1.275722e+00
10000,7.940000e-03,1.560548e+05,4.293478e-01,2.793478e-01,1.400000e+00,2.000000e-01,1.275197e+00
10000,7.950000e-03,1.560795e+05,4.292957e-01,2.792957e-01,1.400000e+00,2.000000e-01,1.274675e+00
10000,7.960000e-03,1.561040e+05,4.292436e-01,2.792436e-01,1.400000e+00,2.000000e-01,1.274154e+00
10000,7.970000e-03,1.561281e+05,4.291914e-01,2.791914e-01,1.400000e+00,2.000000e-01,1.273636e+00
10000,7.980000e-03,1.561519e+05,4.291392e-01,2.791392e-01,1.400000e+00,2.000000e-01,1.273121e+00
10000,7.990000e-03,1.561754e+05,4.290869e-01,2.790869e-01,1.400000e+00,2.000000e-01,1.272607e+00
10000,8.000000e-03,1.561985e+05,4.290345e-01,2.790345e-01,1.400000e+00,2.000000e-01,1.272096e+00
10000,8.010000e-03,1.562214e+05,4.289820e-01,2.789820e-01,1.400000e+00,2.000000e-01,1.271587e+00
10000,8.020000e-03,1.562440e+05,4.289295e-01,2.789295e-01,1.400000e+00,2.000000e-01,1.271081e+00
10000,8.030000e-03,1.562662e+05,4.288770e-01,2.788770e-01,1.400000e+00,2.000000e-01,1.270576e+00
10000,8.040000e-03,1.562881e+05,4.288243e-01,2.788243e-01,1.400000e+00,2.000000e-01,1.270075e+00
10000,8.050000e-03,1.563098e+05,4.287716e-01,2.787716e-01,1.400000e+00,2.000000e-01,1.269575e+00
10000,8.060000e-03,1.563311e+05,4.287188e-01,2.787188e-01,1.400000e+00,2.000000e-01,1.269077e+00
10000,8.070000e-03,1.563521e+05,4.286660e-01,2.786660e-01,1.400000e+00,2.000000e-01,1.268582e+00
10000,8.080000e-03,1.563728e+05,4.286131e-01,2.786131e-01,1.400000e+00,2.000000e-01,1.268089e+00
10000,8.090000e-03,1.563931e+05,4.285601e-01,2.785601e-01,1.400000e+00,2.000000e-01,1.267599e+00
10000,8.100000e-03,1.564132e+05,4.285071e-01,2.785071e-01,1.400000e+00,2.000000e-01,1.267110e+00
10000,8.110000e-03,1.564330e+05,4.284540e-01,2.784540e-01,1.400000e+00,2.000000e-01,1.266624e+00
10000,8.120000e-03,1.564524e+05,4.284008e-01,2.784008e-01,1.400000e+00,2.000000e-01,1.266140e+00
10000,8.130000e-03,1.564715e+05,4.283476e-01,2.783476e-01,1.400000e+00,2.000000e-01,1.265659e+00
10000,8.140000e-03,1.564903e+05,4.282943e-01,2.782943e-01,1.400000e+00,2.000000e-01,1.265179e+00
10000,8.150000e-03,1.565089e+05,4.282409e-01,2.782409e-01,1.400000e+00,2.000000e-01,1.264702e+00
10000,8.160000e-03,1.565270e+05,4.281875e-01,2.781875e-01,1.400000e+00,2.000000e-01,1.264227e+00
10000,8.170000e-03,1.565449e+05,4.281340e-01,2.781340e-01,1.400000e+00,2.000000e-01,1.263755e+00
10000,8.180000e-03,1.565625e+05,4.280804e-01,2.780804e-01,1.400000e+00,2.000000e-01,1.263284e+00
10000,8.190000e-03,1.565798e+05,4.280268e-01,2.780268e-01,1.400000e+00,2.000000e-01,1.262816e+00
10000,8.200000e-03,1.565967e+05,4.279731e-01,2.779731e-01,1.400000e+00,2.000000e-01,1.262350e+00
10000,8.210000e-03,1.566133e+05,4.279194e-01,2.779194e-01,1.400000e+00,2.000000e-01,1.261886e+00
10000,8.220000e-03,1.566297e+05,4.278655e-01,2.778655e-01,1.400000e+00,2.000000e-01,1.261425e+00
10000,8.230000e-03,1.566457e+05,4.278116e-01,2.778116e-01,1.400000e+00,2.000000e-01,1.260966e+00
10000,8.240000e-03,1.566614e+05,4.277577e-01,2.777577e-01,1.400000e+00,2.000000e-01,1.260509e+00
10000,8.250000e-03,1.566767e+05,4.277037e-01,2.777037e-01,1.400000e+00,2.000000e-01,1.260054e+00
10000,8.260000e-03,1.566918e+05,4.276496e-01,2.776496e-01,1.400000e+00,2.000000e-01,1.259601e+00
10000,8.270000e-03,1.567066e+05,4.275954e-01,2.775954e-01,1.400000e+00,2.000000e-01,1.259151e+00
10000,8.280000e-03,1.567210e+05,4.275412e-01,2.775412e-01,1.400000e+00,2.000000e-01,1.258703e+00
10000,8.290000e-03,1.567351e+05,4.274869e-01,2.774869e-01,1.400000e+00,2.000000e-01,1.258257e+00
10000,8.300000e-03,1.567490e+05,4.274326e-01,2.774326e-01,1.400000e+00,2.000000e-01,1.257813e+00
10000,8.310000e-03,1.567625e+05,4.273782e-01,2.773782e-01,1.400000e+00,2.000000e-01,1.257371e+00
10000,8.320000e-03,1.567757e+05,4.273237e-01,2.773237e-01,1.400000e+00,2.000000e-01,1.256932e+00
10000,8.330000e-03,1.567885e+05,4.272692e-01,2.772692e-01,1.400000e+00,2.000000e-01,1.256495e+00
10000,8.340000e-03,1.568011e+05,4.272146e-01,2.772146e-01,1.400000e+00,2.000000e-01,1.256060e+00
10000,8.350000e-03,1.568134e+05,4.271599e-01,2.771599e-01,1.400000e+00,2.000000e-01,1.255627e+00
10000,8.360000e-03,1.568253e+05,4.271051e-01,2.771051e-01,1.400000e+00,2.000000e-01,1.255196e+00
10000,8.370000e-03,1.568369e+05,4.270503e-01,2.770503e-01,1.400000e+00,2.000000e-01,1.254768e+00
10000,8.380000e-03,1.568483e+05,4.269955e-01,2.769955e-01,1.400000e+00,2.000000e-01,1.254341e+00
10000,8.390000e-03,1.568593e+05,4.269405e-01,2.769405e-01,1.400000e+00,2.000000e-01,1.253917e+00
10000,8.400000e-03,1.568699e+05,4.268855e-01,2.768855e-01,1.400000e+00,2.000000e-01,1.253495e+00
10000,8.410000e-03,1.568803e+05,4.268305e-01,2.768305e-01,1.400000e+00,2.000000e-01,1.253076e+00
10000,8.420000e-03,1.568904e+05,4.267753e-01,2.767753e-01,1.400000e+00,2.000000e-01,1.252658e+00
10000,8.430000e-03,1.569001e+05,4.267201e-01,2.767201e-01,1.400000e+00,2.000000e-01,1.252242e+00
10000,8.440000e-03,1.569096e+05,4.266649e-01,2.766649e-01,1.400000e+00,2.000000e-01,1.251829e+00
10000,8.450000e-03,1.569187e+05,4.266095e-01,2.766095e-01,1.400000e+00,2.000000e-01,1.251418e+00
10000,8.460000e-03,1.569275e+05,4.265541e-01,2.765541e-01,1.400000e+00,2.000000e-01,1.251009e+00
10000,8.470000e-03,1.569360e+05,4.264987e-01,2.764987e-01,1.400000e+00,2.000000e-01,1.250602e+00
10000,8.480000e-03,1.569442e+05,4.264432e-01,2.764432e-01,1.400000e+00,2.000000e-01,1.250198e+00
10000,8.490000e-03,1.569520e+05,4.263876e-01,2.763876e-01,1.400000e+00,2.000000e-01,1.249795e+00
10000,8.500000e-03,1.569596e+05,4.263319e-01,2.763319e-01,1.400000e+00,2.000000e-01,1.249395e+00
10000,8.510000e-03,1.569668e+05,4.262762e-01,2.762762e-01,1.400000e+00,2.000000e-01,1.248997e+00
10000,8.520000e-03,1.569738e+05,4.262204e-01,2.762204e-01,1.400000e+00,2.000000e-01,1.248601e+00
10000,8.530000e-03,1.569804e+05,4.261645e-01,2.761645e-01,1.400000e+00,2.000000e-01,1.248207e+00
10000,8.540000e-03,1.569867e+05,4.261086e-01,2.761086e-01,1.400000e+00,2.000000e-01,1.247815e+00
10000,8.550000e-03,1.569927e+05,4.260526e-01,2.760526e-01,1.400000e+00,2.000000e-01,1.247425e+00
10000,8.560000e-03,1.569984e+05,4.259966e-01,2.759966e-01,1.400000e+00,2.000000e-01,1.247038e+00
10000,8.570000e-03,1.570037e+05,4.259405e-01,2.759405e-01,1.400000e+00,2.000000e-01,1.246652e+00
10000,8.580000e-03,1.570088e+05,4.258843e-01,2.758843e-01,1.400000e+00,2.000000e-01,1.246269e+00
10000,8.590000e-03,1.570135e+05,4.258280e-01,2.758280e-01,1.400000e+00,2.000000e-01,1.245888e+00
10000,8.600000e-03,1.570179e+05,4.257717e-01,2.757717e-01,1.400000e+00,2.000000e-01,1.245509e+00
10000,8.610000e-03,1.570220e+05,4.257154e-01,2.757154e-01,1.400000e+00,2.000000e-01,1.245132e+00
10000,8.620000e-03,1.570258e+05,4.256589e-01,2.756589e-01,1.400000e+00,2.000000e-01,1.244757e+00
10000,8.630000e-03,1.570293e+05,4.256024e-01,2.756024e-01,1.400000e+00,2.000000e-01,1.244385e+00
10000,8.640000e-03,1.570325e+05,4.255458e-01,2.755458e-01,1.400000e+00,2.000000e-01,1.244014e+00
10000,8.650000e-03,1.570353e+05,4.254892e-01,2.754892e-01,1.400000e+00,2.000000e-01,1.243646e+00
10000,8.660000e-03,1.570379e+05,4.254325e-01,2.754325e-01,1.400000e+00,2.000000e-01,1.243279e+00
10000,8.670000e-03,1.570401e+05,4.253757e-01,2.753757e-01,1.400000e+00,2.000000e-01,1.242915e+00
10000,8.680000e-03,1.570420e+05,4.253189e-01,2.753189e-01,1.400000e+00,2.000000e-01,1.242553e+00
10000,8.690000e-03,1.570436e+05,4.252620e-01,2.752620e-01,1.400000e+00,2.000000e-01,1.242193e+00
10000,8.700000e-03,1.570449e+05,4.252050e-01,2.752050e-01,1.400000e+00,2.000000e-01,1.241835e+00
10000,8.710000e-03,1.570458e+05,4.251480e-01,2.751480e-01,1.400000e+00,2.000000e-01,1.241479e+00
10000,8.720000e-03,1.570465e+05,4.250909e-01,2.750909e-01,1.400000e+00,2.000000e-01,1.241126e+00
10000,8.730000e-03,1.570468e+05,4.250337e-01,2.750337e-01,1.400000e+00,2.000000e-01,1.240774e+00
10000,8.740000e-03,1.570469e+05,4.249765e-01,2.749765e-01,1.400000e+00,2.000000e-01,1.240424e+00
10000,8.750000e-03,1.570466e+05,4.249192e-01,2.749192e-01,1.400000e+00,2.000000e-01,1.240077e+00
10000,8.760000e-03,1.570460e+05,4.248618e-01,2.748618e-01,1.400000e+00,2.000000e-01,1.239732e+00
10000,8.770000e-03,1.570451e+05,4.248044e-01,2.748044e-01,1.400000e+00,2.000000e-01,1.239388e+00
10000,8.780000e-03,1.570438e+05,4.247469e-01,2.747469e-01,1.400000e+00,2.000000e-01,1.239047e+00
10000,8.790000e-03,1.570423e+05,4.246894e-01,2.746894e-01,1.400000e+00,2.000000e-01,1.238708e+00
10000,8.800000e-03,1.570404e+05,4.246317e-01,2.746317e-01,1.400000e+00,2.000000e-01,1.238371e+00
10000,8.810000e-03,1.570383e+05,4.245740e-01,2.745740e-01,1.400000e+00,2.000000e-01,1.238036e+00
10000,8.820000e-03,1.570358e+05,4.245163e-01,2.745163e-01,1.400000e+00,2.000000e-01,1.237703e+00
10000,8.830000e-03,1.570330e+05,4.244585e-01,2.744585e-01,1.400000e+00,2.000000e-01,1.237373e+00
10000,8.840000e-03,1.570299e+05,4.244006e-01,2.744006e-01,1.400000e+00,2.000000e-01,1.237044e+00
10000,8.850000e-03,1.570265e+05,4.243426e-01,2.743426e-01,1.400000e+00,2.000000e-01,1.236717e+00
10000,8.860000e-03,1.570227e+05,4.242846e-01,2.742846e-01,1.400000e+00,2.000000e-01,1.236393e+00
10000,8.870000e-03,1.570187e+05,4.242265e-01,2.742265e-01,1.400000e+00,2.000000e-01,1.236070e+00
10000,8.880000e-03,1.570143e+05,4.241684e-01,2.741684e-01,1.400000e+00,2.000000e-01,1.235750e+00
10000,8.890000e-03,1.570096e+05,4.241102e-01,2.741102e-01,1.400000e+00,2.000000e-01,1.235432e+00
10000,8.900000e-03,1.570046e+05,4.240519e-01,2.740519e-01,1.400000e+00,2.000000e-01,1.235115e+00
10000,8.910000e-03,1.569993e+05,4.239936e-01,2.739936e-01,1.400000e+00,2.000000e-01,1.234801e+00
10000,8.920000e-03,1.569937e+05,4.239352e-01,2.739352e-01,1.400000e+00,2.000000e-01,1.234489e+00
10000,8.930000e-03,1.569878e+05,4.238767e-01,2.738767e-01,1.400000e+00,2.000000e-01,1.234179e+00
10000,8.940000e-03,1.569815e+05,4.238181e-01,2.738181e-01,1.400000e+00,2.000000e-01,1.233871e+00
10000,8.950000e-03,1.569750e+05,4.237595e-01,2.737595e-01,1.400000e+00,2.000000e-01,1.233565e+00
10000,8.960000e-03,1.569681e+05,4.237009e-01,2.737009e-01,1.400000e+00,2.000000e-01,1.233261e+00
10000,8.970000e-03,1.569609e+05,4.236421e-01,2.736421e-01,1.400000e+00,2.000000e-01,1.232959e+00
10000,8.980000e-03,1.569534e+05,4.235833e-01,2.735833e-01,1.400000e+00,2.000000e-01,1.232659e+00
10000,8.990000e-03,1.569456e+05,4.235245e-01,2.735245e-01,1.400000e+00,2.000000e-01,1.232361e+00
10000,9.000000e-03,1.569375e+05,4.234655e-01,2.734655e-01,1.400000e+00,2.000000e-01,1.232066e+00
10000,9.010000e-03,1.569290e+05,4.234065e-01,2.734065e-01,1.400000e+00,2.000000e-01,1.231772e+00
10000,9.020000e-03,1.569203e+05,4.233475e-01,2.733475e-01,1.400000e+00,2.000000e-01,1.231480e+00
10000,9.030000e-03,1.569112e+05,4.232883e-01,2.732883e-01,1.400000e+00,2.000000e-01,1.231191e+00
10000,9.040000e-03,1.569018e+05,4.232291e-01,2.732291e-01,1.400000e+00,2.000000e-01,1.230903e+00
10000,9.050000e-03,1.568921e+05,4.231699e-01,2.731699e-01,1.400000e+00,2.000000e-01,1.230617e+00
10000,9.060000e-03,1.568821e+05,4.231106e-01,2.731106e-01,1.400000e+00,2.000000e-01,1.230334e+00
10000,9.070000e-03,1.568718e+05,4.230512e-01,2.730512e-01,1.400000e+00,2.000000e-01,1.230052e+00
10000,9.080000e-03,1.568612e+05,4.229917e-01,2.729917e-01,1.400000e+00,2.000000e-01,1.229773e+00
10000,9.090000e-03,1.568502e+05,4.229322e-01,2.729322e-01,1.400000e+00,2.000000e-01,1.229496e+00
