,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,10833.7001953125,79.73876953125,2660.863037109375,43.786643981933594
1,1683.160888671875,33.084510803222656,1242.4498291015625,28.786653518676758
2,1346.3128662109375,29.44814109802246,991.3489379882812,25.315643310546875
3,1132.483154296875,27.230417251586914,784.8916015625,23.02930450439453
4,1009.375732421875,25.765287399291992,783.099853515625,22.479930877685547
5,933.8869018554688,24.965181350708008,1526.1739501953125,32.88521957397461
6,958.3560791015625,25.183231353759766,597.74658203125,20.352689743041992
7,886.1441040039062,24.113914489746094,737.8889770507812,21.534637451171875
8,772.1110229492188,22.431711196899414,565.0023803710938,19.020593643188477
9,719.437255859375,21.727846145629883,810.989990234375,24.141820907592773
10,765.7172241210938,22.261672973632812,814.0581665039062,24.021034240722656
11,716.1216430664062,21.483917236328125,555.6568603515625,18.378414154052734
12,686.1759033203125,20.762048721313477,540.679931640625,18.481836318969727
13,694.8131103515625,21.011268615722656,612.148681640625,18.61721420288086
14,730.5172119140625,21.478069305419922,785.2992553710938,20.74937629699707
15,679.725341796875,20.710546493530273,501.0995178222656,18.85006332397461
16,661.5512084960938,20.58266830444336,484.3743591308594,17.86646270751953
17,671.8887329101562,20.399892807006836,661.6484985351562,19.434226989746094
18,674.1312866210938,20.36027717590332,558.3975830078125,17.760814666748047
19,629.2843017578125,19.670673370361328,678.3223876953125,21.832313537597656
20,648.3737182617188,20.024639129638672,458.0028076171875,16.694169998168945
21,635.4624633789062,19.838390350341797,496.48486328125,17.323152542114258
22,638.8833618164062,19.750152587890625,496.6139221191406,18.412078857421875
23,656.54296875,20.120864868164062,1156.0299072265625,26.820430755615234
24,662.0051879882812,20.000120162963867,451.6410217285156,16.59117317199707
25,694.6209106445312,20.558080673217773,470.9836730957031,16.963476181030273
26,630.899169921875,19.59111976623535,458.7861022949219,17.466381072998047
27,634.3314819335938,19.634014129638672,508.34295654296875,17.41107749938965
28,644.0570068359375,19.795644760131836,553.8109741210938,17.902498245239258
29,598.4063110351562,19.0783634185791,479.740234375,17.35089111328125
30,635.3181762695312,19.575387954711914,524.760986328125,17.300256729125977
31,662.8869018554688,20.18174171447754,592.5438842773438,20.407865524291992
32,645.398681640625,19.860828399658203,571.93017578125,17.607711791992188
33,610.1712646484375,19.28870391845703,551.7429809570312,17.019498825073242
34,640.8689575195312,19.82655906677246,957.5133056640625,24.257888793945312
35,659.0191650390625,20.123842239379883,601.5510864257812,19.56967544555664
36,681.3396606445312,20.30460548400879,446.96728515625,16.214406967163086
37,614.0203857421875,19.275249481201172,539.7763671875,18.900602340698242
38,609.3023681640625,19.2003173828125,495.0290222167969,18.174327850341797
39,654.386962890625,19.948938369750977,454.7311706542969,17.55785369873047
40,608.5009765625,19.134660720825195,457.14923095703125,17.356891632080078
41,579.3104248046875,18.520917892456055,436.5506896972656,16.58401107788086
42,610.91650390625,19.112632751464844,451.55224609375,16.42609977722168
43,625.0117797851562,19.38688087463379,448.88604736328125,16.20331573486328
44,604.980224609375,19.106163024902344,484.9293518066406,16.69515037536621
45,606.993408203125,19.125885009765625,701.3605346679688,19.388879776000977
46,628.177978515625,19.620376586914062,443.2031555175781,16.160755157470703
47,580.72021484375,18.788612365722656,440.5016174316406,16.40151023864746
48,573.2797241210938,18.444561004638672,464.2219543457031,17.736770629882812
49,611.9463500976562,19.265979766845703,548.2359008789062,17.435787200927734
50,614.40380859375,19.16091537475586,668.8138427734375,21.506908416748047
51,633.7166748046875,19.631980895996094,455.9008483886719,17.574132919311523
52,577.7156982421875,18.76181983947754,536.564453125,16.646074295043945
53,641.3926391601562,19.68174934387207,515.5927734375,16.56404685974121
54,631.0219116210938,19.55642318725586,417.3959655761719,15.666350364685059
