,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,9046.861328125,70.02845764160156,1480.3984375,31.228347778320312
1,1612.750244140625,32.40251159667969,1258.4774169921875,28.34152603149414
2,1310.029052734375,29.072067260742188,855.5419311523438,23.74056053161621
3,1114.522705078125,26.929203033447266,577.659912109375,19.57025146484375
4,885.0009155273438,23.925207138061523,525.8307495117188,18.900197982788086
5,833.7759399414062,23.178604125976562,514.738037109375,18.937347412109375
6,863.78466796875,23.686960220336914,489.384765625,18.869003295898438
7,775.1674194335938,22.44454574584961,484.4264221191406,18.127857208251953
8,782.0277099609375,22.46266746520996,479.02154541015625,17.66472816467285
9,803.0577392578125,22.778413772583008,835.7659912109375,22.246837615966797
10,731.216552734375,21.62055206298828,465.21685791015625,17.412254333496094
11,681.3091430664062,20.868642807006836,399.2576599121094,16.44546890258789
12,679.5105590820312,20.610519409179688,429.61480712890625,17.095504760742188
13,678.863525390625,20.758508682250977,806.5772705078125,22.357322692871094
14,733.0864868164062,21.506155014038086,403.79840087890625,17.12129783630371
15,678.5822143554688,20.66713523864746,448.78924560546875,18.137331008911133
16,685.2632446289062,20.445886611938477,502.9193420410156,17.7285099029541
17,676.0501708984375,20.393348693847656,474.53399658203125,18.38284683227539
18,618.8804321289062,19.61823081970215,491.20623779296875,16.69339942932129
19,633.8967895507812,19.880870819091797,448.3084411621094,16.275686264038086
20,614.9247436523438,19.544986724853516,399.4187316894531,16.781631469726562
21,602.572509765625,19.36138343811035,355.7041931152344,15.535276412963867
22,634.15966796875,19.65140151977539,358.6461181640625,15.724384307861328
23,591.3201293945312,19.177549362182617,361.9723205566406,15.865487098693848
24,603.552001953125,19.26536750793457,548.8369140625,19.827070236206055
25,635.746826171875,19.74631118774414,413.0098876953125,16.871679306030273
26,624.3873901367188,19.628992080688477,424.750732421875,16.229297637939453
27,604.80029296875,19.331829071044922,354.264404296875,15.804909706115723
28,597.9602661132812,19.179264068603516,608.6136474609375,18.622600555419922
29,627.9026489257812,19.6435546875,901.4521484375,23.1009464263916
30,588.2117309570312,18.916791915893555,800.957275390625,24.345659255981445
31,599.6795654296875,19.386934280395508,416.8219909667969,16.38906478881836
32,610.2062377929688,19.25586700439453,350.4167175292969,14.718770980834961
33,586.31103515625,19.02025604248047,342.2832946777344,15.725480079650879
34,605.624267578125,19.44122314453125,390.6674499511719,15.7946195602417
35,581.0503540039062,18.980573654174805,331.4622497558594,14.758647918701172
36,618.8793334960938,19.450023651123047,411.6004943847656,17.00855827331543
37,547.5924072265625,18.42049217224121,315.064453125,14.554346084594727
38,564.0852661132812,18.66347885131836,358.8053283691406,15.726319313049316
39,562.64013671875,18.62599754333496,377.29327392578125,15.816686630249023
40,556.0769653320312,18.532638549804688,354.37969970703125,15.027803421020508
41,584.7770385742188,18.92973518371582,381.81341552734375,15.901374816894531
42,519.9429321289062,18.005823135375977,315.4050598144531,14.550649642944336
43,533.07666015625,18.0876522064209,327.740234375,14.986038208007812
44,542.8489990234375,18.257099151611328,526.8657836914062,19.092988967895508
45,547.8403930664062,18.273963928222656,346.07171630859375,14.910127639770508
46,585.956298828125,19.064285278320312,472.6517639160156,17.572973251342773
47,541.1072998046875,18.22021484375,332.775634765625,14.656522750854492
48,532.6856689453125,18.143510818481445,362.08782958984375,15.202156066894531
49,551.66552734375,18.402969360351562,311.4571533203125,14.312413215637207
50,536.838134765625,18.163171768188477,343.1701965332031,14.945809364318848
51,518.3440551757812,17.831161499023438,570.417724609375,17.778318405151367
52,570.0958862304688,18.79704475402832,556.288818359375,18.104442596435547
53,516.7265625,17.771860122680664,373.1703796386719,15.23244857788086
54,517.9880981445312,17.86261558532715,562.218994140625,19.31635093688965
55,501.4681701660156,17.594661712646484,444.40032958984375,16.639524459838867
56,499.0460205078125,17.66960906982422,307.551513671875,14.513580322265625
57,480.8265075683594,17.4328670501709,368.4150085449219,14.995726585388184
58,507.1281433105469,17.567115783691406,363.3876647949219,14.974976539611816
59,505.483154296875,17.622512817382812,390.5173645019531,15.656978607177734
60,506.44775390625,17.68303108215332,409.9749755859375,15.989767074584961
61,500.9906005859375,17.44355010986328,469.1649169921875,17.75985336303711
62,598.3228149414062,18.992326736450195,426.570556640625,15.849326133728027
63,474.9799499511719,17.1851749420166,426.5060119628906,16.733356475830078
64,499.7795715332031,17.469331741333008,499.9529113769531,17.667755126953125
65,492.5009765625,17.296154022216797,266.00299072265625,13.125343322753906
66,435.49517822265625,16.278799057006836,366.1036682128906,14.655513763427734
67,515.0942993164062,17.797435760498047,354.0869140625,14.495071411132812
68,479.3876647949219,17.107955932617188,262.22589111328125,13.200191497802734
69,433.458984375,16.113384246826172,260.40643310546875,12.676151275634766
70,448.0272216796875,16.448184967041016,433.1596984863281,16.66949462890625
71,494.22607421875,17.265989303588867,413.7943420410156,15.860129356384277
72,494.0825500488281,17.195423126220703,265.4213562011719,13.353586196899414
73,536.0332641601562,17.993959426879883,578.7415161132812,18.98149299621582
74,457.2706298828125,16.7160701751709,239.82861328125,12.762284278869629
75,440.5625305175781,16.039955139160156,413.730224609375,15.357351303100586
76,483.8982849121094,17.014026641845703,549.7402954101562,19.602588653564453
77,463.1258544921875,16.63837432861328,231.5604248046875,12.421794891357422
78,415.8452453613281,15.7923002243042,256.6713562011719,13.204927444458008
79,410.9195251464844,15.735166549682617,280.1003112792969,12.638412475585938
80,400.9419250488281,15.536186218261719,265.64703369140625,12.254343032836914
81,413.7839050292969,15.761672019958496,214.4002227783203,11.798897743225098
82,371.2545166015625,14.870708465576172,504.3304443359375,17.274045944213867
83,468.54547119140625,16.69643211364746,371.80615234375,15.13037395477295
84,399.4221496582031,15.440134048461914,215.0366973876953,11.868987083435059
85,374.5328674316406,14.891678810119629,231.15794372558594,11.825169563293457
86,380.3156433105469,14.882668495178223,323.6708679199219,14.218295097351074
87,363.6888732910156,14.7513427734375,270.419189453125,12.76298713684082
88,335.2884826660156,14.167658805847168,199.47434997558594,10.597146987915039
89,370.8943786621094,14.533818244934082,192.763671875,10.942249298095703
90,408.44732666015625,15.465625762939453,425.0478515625,16.306114196777344
91,430.8974609375,16.048688888549805,186.7170867919922,10.164209365844727
92,334.796875,14.00352668762207,215.37013244628906,12.102653503417969
93,378.8013610839844,14.831406593322754,171.4293670654297,9.576140403747559
94,304.1101989746094,13.353680610656738,174.8219757080078,10.005303382873535
95,329.84771728515625,13.813067436218262,165.80307006835938,9.850995063781738
96,329.36932373046875,13.818155288696289,140.4207305908203,9.15419864654541
97,303.8658142089844,13.305191993713379,333.48724365234375,14.478299140930176
98,331.39532470703125,13.830045700073242,271.82965087890625,12.827902793884277
99,306.1551818847656,13.289657592773438,434.8521728515625,17.79729461669922
100,409.00396728515625,15.538893699645996,168.2077178955078,10.065362930297852
101,302.3368225097656,13.228487014770508,291.39654541015625,13.527195930480957
102,325.20758056640625,13.792041778564453,137.93594360351562,8.753478050231934
103,305.96240234375,13.456608772277832,172.89059448242188,10.023124694824219
104,300.1731872558594,13.25747013092041,162.64549255371094,9.478814125061035
105,319.4533996582031,13.539697647094727,231.19677734375,12.310490608215332
106,304.7081298828125,13.15333366394043,186.95986938476562,10.80345630645752
107,361.71002197265625,14.553481101989746,191.12808227539062,10.067719459533691
108,311.3180847167969,13.370268821716309,228.74114990234375,12.130334854125977
109,308.1249694824219,13.305603981018066,687.4208984375,21.660446166992188
110,290.5725402832031,12.910540580749512,280.0028076171875,13.117692947387695
111,263.22003173828125,12.28682804107666,132.36965942382812,8.543368339538574
112,274.4975891113281,12.645774841308594,156.12649536132812,9.522046089172363
113,304.24169921875,13.198962211608887,196.10885620117188,10.072299003601074
114,363.5023498535156,14.478379249572754,168.44728088378906,10.663013458251953
115,283.9144592285156,12.83862590789795,142.70631408691406,9.153475761413574
116,300.5057067871094,13.24238109588623,125.39922332763672,8.246809005737305
117,249.70362854003906,12.043676376342773,242.6053924560547,12.575725555419922
118,290.8936767578125,13.003652572631836,132.2349853515625,9.117741584777832
119,266.50701904296875,12.425212860107422,125.39542388916016,9.012651443481445
120,273.9452819824219,12.586583137512207,166.27467346191406,10.361542701721191
121,315.20068359375,13.608592987060547,161.6849365234375,10.268610954284668
122,327.39312744140625,13.839865684509277,261.6740417480469,12.119953155517578
123,315.8262634277344,13.435254096984863,188.3259735107422,10.946221351623535
124,294.07861328125,12.999014854431152,133.7813262939453,8.804644584655762
125,252.9486541748047,12.118722915649414,156.15687561035156,8.947319030761719
126,255.4624481201172,12.120737075805664,226.6649932861328,11.809964179992676
127,287.844482421875,13.133095741271973,95.77467346191406,7.316340446472168
128,273.62738037109375,12.623394012451172,174.134521484375,10.466873168945312
129,274.66009521484375,12.548590660095215,149.44976806640625,10.282451629638672
130,320.2600402832031,13.38168716430664,301.2940979003906,13.262249946594238
131,267.43060302734375,12.479135513305664,267.70135498046875,12.885834693908691
132,283.0132141113281,13.067431449890137,199.85765075683594,11.078103065490723
133,293.68585205078125,13.177727699279785,137.5863037109375,9.460456848144531
134,227.46946716308594,11.584681510925293,83.09996032714844,6.510932445526123
135,255.6373291015625,12.28323745727539,77.11487579345703,6.663301944732666
136,281.7388916015625,12.967720031738281,261.97808837890625,13.098625183105469
137,259.8940124511719,12.258997917175293,159.88365173339844,9.935831069946289
138,278.9910583496094,12.643330574035645,126.43659210205078,8.404935836791992
139,262.35406494140625,12.346985816955566,115.56265258789062,7.917572021484375
140,296.5104064941406,12.961380958557129,146.43885803222656,9.925504684448242
141,287.6937561035156,12.900412559509277,189.796142578125,10.233600616455078
142,246.6387176513672,11.884420394897461,84.74678802490234,7.121898651123047
143,215.60238647460938,11.285758018493652,187.20631408691406,10.189318656921387
144,239.08961486816406,11.71563720703125,207.46421813964844,10.999341011047363
145,271.070068359375,12.505706787109375,168.2447967529297,10.339913368225098
146,269.52020263671875,12.540895462036133,140.37124633789062,9.114605903625488
147,223.8957061767578,11.306635856628418,293.92144775390625,14.153125762939453
148,222.71673583984375,11.447746276855469,122.87327575683594,8.501298904418945
149,236.6012420654297,11.723127365112305,91.15098571777344,7.211789608001709
150,257.7066345214844,12.261653900146484,81.74552154541016,6.881871223449707
151,208.71026611328125,10.972616195678711,109.26847076416016,8.011337280273438
152,223.57650756835938,11.417986869812012,116.97598266601562,8.852887153625488
153,240.3124542236328,11.802664756774902,220.89950561523438,11.824251174926758
154,282.4810791015625,12.849732398986816,153.7633514404297,9.7352294921875
155,237.6365966796875,11.737095832824707,84.7879867553711,7.165671348571777
156,211.07321166992188,11.028984069824219,534.0162353515625,19.138277053833008
157,283.16796875,12.562877655029297,275.9035949707031,13.086745262145996
158,230.35952758789062,11.462154388427734,172.6464385986328,10.726517677307129
159,213.8573760986328,11.192060470581055,115.7308120727539,8.502251625061035
160,219.12921142578125,11.250585556030273,83.85482025146484,7.3870015144348145
161,251.14991760253906,12.070732116699219,334.4868469238281,14.674200057983398
162,284.3648376464844,12.877217292785645,148.93557739257812,9.314554214477539
163,211.9098663330078,11.032196998596191,102.35253143310547,7.227988243103027
164,270.0947265625,12.423009872436523,128.17291259765625,8.654241561889648
165,250.82199096679688,11.872186660766602,328.787109375,14.599839210510254
